model_id,method,n_row_clusters,n_column_clusters,n_blocks,random_state,row_cluster,column_cluster,n_rows,n_features,volume,n_binary_features,n_numeric_features,binary_feature_fraction,n_sparse_features,sparse_feature_fraction,block_mean,block_std,block_zero_fraction,block_nonzero_fraction,block_h_score,binary_n_values,binary_mean,binary_std,binary_zero_fraction,binary_one_fraction,numeric_n_values,numeric_mean,numeric_std,numeric_zero_fraction,numeric_one_fraction
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,0,0,2695,188,506660,156,32,0.8297872340425532,0,0.0,0.2816747114364347,0.41793514841443236,0.6148600639482098,0.38513993605179014,0.15471762724120725,420420,0.28080490937633795,0.44939238116203595,0.719195090623662,0.28080490937633795,86240,0.28591499647940627,0.20405873105214986,0.10622680890538033,0.0002435064935064935
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,0,1,2695,995,2681525,374,621,0.3758793969849246,626,0.629145728643216,0.012540470028539356,0.06478956311412988,0.9091833937777943,0.09081660622220565,0.003506269524884078,1007930,0.004305854573234252,0.06547758539858055,0.9956941454267657,0.004305854573234252,1673595,0.017499803652185265,0.06386138281922517,0.8570819104980596,0.00016491445062873634
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,0,2,2695,63,169785,33,30,0.5238095238095238,0,0.0,0.6479696688065554,0.3764065438377444,0.19762052006949965,0.8023794799305003,0.10800225927393761,88935,0.6373193905661438,0.48077373573703347,0.36268060943385616,0.6373193905661438,80850,0.6596849748710081,0.2073938715938835,0.016054421768707482,0.06906617192331478
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,0,3,2695,277,746515,265,12,0.9566787003610109,0,0.0,0.026943546893505154,0.15066536838595154,0.9506319363977951,0.049368063602204915,0.019450304083209503,714175,0.022626107046592223,0.1487083263523209,0.9773738929534078,0.022626107046592223,32340,0.12228701017949907,0.16166747779539603,0.3600803957946815,3.0921459492888065e-05
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,1,0,1056,188,198528,156,32,0.8297872340425532,0,0.0,0.36163653177555816,0.4485982024845755,0.532363193101225,0.46763680689877496,0.17503444321840717,164736,0.3705018939393939,0.48293916855719626,0.6294981060606061,0.3705018939393939,33792,0.3184178912268585,0.2074575085794504,0.058830492424242424,0.00014796401515151516
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,1,1,1056,995,1050720,374,621,0.3758793969849246,626,0.629145728643216,0.05185901399240617,0.18136323917675712,0.8212711283691183,0.1787288716308817,0.027879470622664073,394944,0.07720588235294118,0.26691784144759784,0.9227941176470589,0.07720588235294118,655776,0.03659375027768781,0.0957846589961706,0.7601284584980237,0.0006313131313131314
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,1,2,1056,63,66528,33,30,0.5238095238095238,0,0.0,0.6810915200446278,0.36154575679549644,0.1723334535834536,0.8276665464165465,0.08941802534147693,34848,0.673869375573921,0.4687957340223296,0.326130624426079,0.673869375573921,31680,0.6890358789624054,0.18065251044921946,0.0031565656565656565,0.06628787878787878
bistochastic_r2_c4_seed42,bistochastic,2,4,8,42,1,3,1056,277,292512,265,12,0.9566787003610109,0,0.0,0.3598629830688963,0.47397919902086577,0.6152021113663713,0.3847978886336287,0.19876290429616147,279840,0.36568396226415095,0.481621430178249,0.6343160377358491,0.36568396226415095,12672,0.23131635917369003,0.2147345868039181,0.19310290404040403,7.891414141414142e-05
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,0,0,2695,975,2627625,372,603,0.38153846153846155,626,0.642051282051282,0.009453922319695161,0.049644786311493994,0.921687074829932,0.07831292517006802,0.0021175184197596473,1002540,0.001163045863506693,0.034083620521095946,0.9988369541364933,0.001163045863506693,1625085,0.014568691874756705,0.05656698941006703,0.8740921244119538,0.00016737586033961302
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,0,1,2695,105,282975,84,21,0.8,0,0.0,0.38141878298487497,0.4408647478564173,0.5179256118031629,0.4820743881968372,0.1692090177226904,226380,0.36520010601643255,0.48148622886020226,0.6347998939835674,0.36520010601643255,56595,0.4462934908586448,0.1980701025705357,0.05042848308154431,0.0001060164325470448
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,0,2,2695,45,121275,24,21,0.5333333333333333,0,0.0,0.7115595492788209,0.35742354352022077,0.1655988455988456,0.8344011544011544,0.10186694295322048,64680,0.6987012987012987,0.4588221811273048,0.3012987012987013,0.6987012987012987,56595,0.726254692795989,0.18098823293190064,0.010513296227581941,0.09863062107960067
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,0,3,2695,215,579425,214,1,0.9953488372093023,0,0.0,0.00407177358503689,0.06318266639049067,0.9958458816930578,0.004154118306942227,0.0035792983358673017,576730,0.003776463856570666,0.061336793014557585,0.9962235361434293,0.003776463856570666,2695,0.0672680554768089,0.22173612236014462,0.9150278293135437,0.00037105751391465676
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,0,4,2695,183,493185,134,49,0.73224043715847,0,0.0,0.17243665322030474,0.3382993147503736,0.6634994981599197,0.3365005018400803,0.10291427879171507,361130,0.17729072633123805,0.3819145515533286,0.8227092736687619,0.17729072633123805,132055,0.15916224920265043,0.16823424655707786,0.22810949982961645,0.0001590246488205672
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,1,0,1056,975,1029600,372,603,0.38153846153846155,626,0.642051282051282,0.05022538243871504,0.18133323799724135,0.8316812354312354,0.16831876456876457,0.027877604414800198,392832,0.07782970837406321,0.26790342451799953,0.9221702916259368,0.07782970837406321,636768,0.03319584803083855,0.09016373473097493,0.7758571410623649,0.000640735715362581
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,1,1,1056,105,110880,84,21,0.8,0,0.0,0.46747148797078825,0.4538997171724027,0.43836580086580085,0.5616341991341991,0.16793124512249816,88704,0.4572736291486291,0.49817111240403245,0.5427263708513709,0.4572736291486291,22176,0.5082629232594246,0.18800800732765974,0.020923520923520924,0.00027056277056277056
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,1,2,1056,45,47520,24,21,0.5333333333333333,0,0.0,0.7009889507972854,0.3637595262647192,0.1773989898989899,0.82260101010101,0.09131033285433952,25344,0.6700994318181818,0.4701767575020395,0.3299005681818182,0.6700994318181818,22176,0.7362912582019752,0.16900057415168315,0.0031114718614718615,0.0945616883116883
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,1,3,1056,215,227040,214,1,0.9953488372093023,0,0.0,0.3817475799991632,0.4856212996413448,0.6179880197322057,0.3820119802677942,0.20750226406120467,225984,0.3824385797224582,0.4859828314481152,0.6175614202775418,0.3824385797224582,1056,0.23387363921401516,0.3724087578138776,0.709280303030303,0.0
bistochastic_r2_c5_seed42,bistochastic,2,5,10,42,1,4,1056,183,193248,134,49,0.73224043715847,0,0.0,0.2759765703211314,0.40656018252355486,0.5505412733896341,0.44945872661036596,0.15061380075377592,141504,0.30245788104929894,0.45932244800408684,0.6975421189507011,0.30245788104929894,51744,0.2035582920032854,0.18218675336464848,0.14853896103896103,0.00017393320964749536
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,0,0,2695,942,2538690,340,602,0.3609341825902335,618,0.6560509554140127,0.009765117147471334,0.05034601368298537,0.9186139308068334,0.08138606919316656,0.002167816274255096,916300,0.001244134017243261,0.035250335428055134,0.9987558659827568,0.001244134017243261,1622390,0.01457763253663669,0.05657146488261477,0.8733510438303984,0.00016642114411454705
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,0,1,2695,100,269500,77,23,0.77,0,0.0,0.39776970620824487,0.4372749723418607,0.4876400742115028,0.5123599257884972,0.16739073169917795,207515,0.3804688817675831,0.4855021233466523,0.6195311182324169,0.3804688817675831,61985,0.45568985759654757,0.1945882497878679,0.04609179640235541,9.679761232556264e-05
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,0,2,2695,52,140140,52,0,1.0,0,0.0,0.010218353075495932,0.1005680781158735,0.9897816469245041,0.010218353075495932,0.008160510308668274,140140,0.010218353075495932,0.1005680781158735,0.9897816469245041,0.010218353075495932,0,,,,
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,0,3,2695,41,110495,22,19,0.5365853658536586,0,0.0,0.7265978427151635,0.35359106833700044,0.1602877958278655,0.8397122041721344,0.09924924273644542,59290,0.7112666554224996,0.4531736977215147,0.28873334457750044,0.7112666554224996,51205,0.7443497437908799,0.17724100669677775,0.011561370959867201,0.10901279171955863
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,0,4,2695,173,466235,126,47,0.7283236994219653,0,0.0,0.18591263240408806,0.34969920109743585,0.6482417664911472,0.3517582335088528,0.11037069397689242,339570,0.19477280089524987,0.396025702356134,0.8052271991047502,0.19477280089524987,126665,0.16215984027884578,0.16999996471166587,0.2273872024631903,0.00016579165515335728
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,0,5,2695,215,579425,211,4,0.9813953488372092,8,0.037209302325581395,0.010500477962153858,0.09813559766155845,0.9847521249514605,0.0152478750485395,0.008679270276487407,568645,0.009496258649948562,0.0969849458503836,0.9905037413500515,0.009496258649948562,10780,0.0634730466809833,0.13643502198240184,0.6813543599257885,0.0002782931354359926
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,1,0,1056,942,994752,340,602,0.3609341825902335,618,0.6560509554140127,0.04534615254135905,0.16764726918325254,0.8328890014797659,0.1671109985202342,0.023628597684036887,359040,0.06737689393939394,0.25067358876130846,0.932623106060606,0.06737689393939394,635712,0.03290354112054201,0.08978190920232162,0.7765607696566998,0.0006386539816772375
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,1,1,1056,100,105600,77,23,0.77,0,0.0,0.4833129532429451,0.44760506268855343,0.4111931818181818,0.5888068181818182,0.16199780580288053,81312,0.47168929555293193,0.49919786058607135,0.5283107044470681,0.47168929555293193,24288,0.5222269376834239,0.18667713606042227,0.019104084321475624,0.00032938076416337287
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,1,2,1056,52,54912,52,0,1.0,0,0.0,0.6166229603729604,0.48620889041012705,0.3833770396270396,0.6166229603729604,0.21027969820583456,54912,0.6166229603729604,0.48620889041012705,0.3833770396270396,0.6166229603729604,0,,,,
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,1,3,1056,41,43296,22,19,0.5365853658536586,0,0.0,0.7080650791212353,0.3638614617990973,0.1746119733924612,0.8253880266075388,0.08954481626761178,23232,0.6775568181818182,0.4674115705854411,0.3224431818181818,0.6775568181818182,20064,0.7433904338931917,0.174355459504392,0.003438995215311005,0.1044158692185008
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,1,4,1056,173,182688,126,47,0.7283236994219653,0,0.0,0.2795217081613625,0.40767211122093827,0.5453012786827816,0.45469872131721845,0.1513828864219256,133056,0.307141354016354,0.46130851137753215,0.692858645983646,0.307141354016354,49632,0.2054775511884067,0.18362236472525226,0.14972195357833656,0.00014103803997421018
bistochastic_r2_c6_seed42,bistochastic,2,6,12,42,1,5,1056,215,227040,211,4,0.9813953488372092,8,0.037209302325581395,0.2868767918865574,0.4501561173720896,0.7041138125440451,0.2958861874559549,0.192188465905406,222816,0.28871355737469484,0.4531644725292834,0.7112864426253052,0.28871355737469484,4224,0.1899874123873106,0.22299418633901075,0.32575757575757575,0.000946969696969697
bistochastic_r3_c2_seed42,bistochastic,3,2,6,42,0,0,1277,1324,1690748,679,645,0.5128398791540786,626,0.472809667673716,0.0334286656833094,0.1490218369904508,0.8827891560421778,0.11721084395782222,0.016758775903842022,867083,0.03824201374032244,0.19177998364117,0.9617579862596776,0.03824201374032244,823665,0.02836159075197319,0.08256663695750621,0.799657627797709,0.00022581996321319954
bistochastic_r3_c2_seed42,bistochastic,3,2,6,42,0,1,1277,199,254123,149,50,0.7487437185929648,0,0.0,0.5181875142836618,0.4501953688579816,0.3787850765180641,0.621214923481936,0.15293785129802714,190273,0.5065353465809652,0.49995728742070217,0.4934646534190348,0.5065353465809652,63850,0.5529109740376976,0.24528945957381126,0.037039937353171494,0.041472200469851214
bistochastic_r3_c2_seed42,bistochastic,3,2,6,42,1,0,1056,1324,1398144,679,645,0.5128398791540786,626,0.472809667673716,0.12420579467242143,0.3066433338496225,0.7685495914583905,0.23145040854160945,0.0694305832689417,717024,0.20090540902396573,0.4006774583737882,0.7990945909760343,0.20090540902396573,681120,0.04346309987443916,0.10629888120659386,0.7363944679351656,0.0006107587502936341
bistochastic_r3_c2_seed42,bistochastic,3,2,6,42,1,1,1056,199,210144,149,50,0.7487437185929648,0,0.0,0.49110415488873815,0.4509553616996936,0.4068210370031978,0.5931789629968022,0.15538355802166043,157344,0.465788336383974,0.49882818893144354,0.534211663616026,0.465788336383974,52800,0.5665452940329356,0.24548405972635226,0.0271969696969697,0.03984848484848485
bistochastic_r3_c2_seed42,bistochastic,3,2,6,42,2,0,1418,1324,1877432,679,645,0.5128398791540786,626,0.472809667673716,0.012328919272291619,0.07763707300280702,0.9302323599469914,0.06976764005300858,0.00484346940804179,962822,0.0077532503411845595,0.08771053215168335,0.9922467496588154,0.0077532503411845595,914610,0.017145786255581066,0.06502960798535726,0.8649489946534589,0.00010714949541334557
bistochastic_r3_c2_seed42,bistochastic,3,2,6,42,2,1,1418,199,282182,149,50,0.7487437185929648,0,0.0,0.33708975913042294,0.4224574971452305,0.5579980296404449,0.4420019703595552,0.10629193337703668,211282,0.2756079552446493,0.4468201094965542,0.7243920447553507,0.2756079552446493,70900,0.5203055347100283,0.26557073914163853,0.062143864598025386,0.04160789844851904
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,0,0,1418,1025,1453450,413,612,0.4029268292682927,626,0.6107317073170732,0.00695854569805222,0.04150438372484438,0.9373607623241254,0.06263923767587465,0.0014361523393161678,585634,0.00034663287992158924,0.01861485228434936,0.9996533671200785,0.00034663287992158924,867816,0.011420506472378937,0.05100829439472791,0.8953234326170525,0.00010486093826341067
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,0,1,1418,376,533168,334,42,0.8882978723404256,0,0.0,0.057685319134993106,0.20713346017921808,0.8780628244755875,0.12193717552441256,0.032382490173026184,473612,0.04539580922780673,0.20817067452539828,0.9546041907721933,0.04539580922780673,59556,0.155416183634999,0.16948840999528653,0.26937672106924576,0.0002518637920612533
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,0,2,1418,122,172996,81,41,0.6639344262295082,0,0.0,0.44739476924760113,0.4312703603069315,0.4239577793706213,0.5760422206293787,0.11325658821377334,114858,0.38302077347681485,0.4861232976951808,0.6169792265231852,0.38302077347681485,58138,0.5745726633313496,0.24943304390244717,0.042622725239946334,0.05060373593862878
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,1,0,1056,1025,1082400,413,612,0.4029268292682927,626,0.6107317073170732,0.058323694057329074,0.20011584115648975,0.8238516260162602,0.17614837398373984,0.033853643745759374,436128,0.09336249908283807,0.29093975810783423,0.9066375009171619,0.09336249908283807,646272,0.03467822596004933,0.09252726645114907,0.7679846875618934,0.0006359551396316102
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,1,1,1056,376,397056,334,42,0.8882978723404256,0,0.0,0.3559900991406426,0.4624935353244359,0.5725817013217279,0.4274182986782721,0.18911815831391388,352704,0.37285088913082925,0.48356292621041497,0.6271491108691708,0.37285088913082925,44352,0.22190667398058714,0.1874771140098991,0.13864087301587302,0.00015782828282828284
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,1,2,1056,122,128832,81,41,0.6639344262295082,0,0.0,0.5618371744549259,0.4271923113460637,0.3178558122205663,0.6821441877794336,0.12973469859885403,85536,0.5274855031799476,0.49924397554196387,0.47251449682005237,0.5274855031799476,43296,0.629702671364029,0.2090018645528501,0.01231060606060606,0.04854951958610495
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,2,0,1277,1025,1308925,413,612,0.4029268292682927,626,0.6107317073170732,0.013714830719600434,0.06412802258484576,0.8988268999369712,0.10117310006302882,0.0033882554521200837,527401,0.002946524561007658,0.0542018685473023,0.9970534754389924,0.002946524561007658,781524,0.02098167784950046,0.06909400225427796,0.8325400115671432,0.00023543742738546736
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,2,1,1277,376,480152,334,42,0.8882978723404256,0,0.0,0.15626625094350538,0.34332358829296206,0.7727615421783102,0.2272384578216898,0.08912009177448313,426518,0.15208971250920242,0.3591078276201601,0.8479102874907976,0.15208971250920242,53634,0.18947967563534326,0.16869630035434002,0.17515009135995824,7.457955774322258e-05
bistochastic_r3_c3_seed42,bistochastic,3,3,9,42,2,2,1277,122,155794,81,41,0.6639344262295082,0,0.0,0.6111889906950974,0.4165376253974378,0.26504229944670527,0.7349577005532948,0.12638838187480897,103437,0.6101878438083085,0.48770753436550046,0.3898121561916916,0.6101878438083085,52357,0.6131668662519243,0.21530732706269812,0.018545753194415263,0.050537654945852516
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,0,0,1418,988,1400984,371,617,0.37550607287449395,626,0.6336032388663968,0.00837033741156787,0.049988098159300096,0.9309007097868356,0.06909929021316447,0.0020743125865600788,526078,0.0019179665372815438,0.04375257640006371,0.9980820334627185,0.0019179665372815438,874906,0.012250126057208433,0.05301126730346466,0.8905048085165721,0.00010515415370336928
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,0,1,1418,181,256658,153,28,0.8453038674033149,0,0.0,0.1984781358090533,0.3659448815406949,0.7085226254393006,0.29147737456069944,0.10088016608667452,216954,0.1823289729620104,0.38611542131936255,0.8176710270379897,0.1823289729620104,39704,0.2867217756518235,0.20448320114576507,0.11210457384646383,0.00040298206729800525
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,0,2,1418,63,89334,33,30,0.5238095238095238,0,0.0,0.5780295860688763,0.3980023531463033,0.2643786240401191,0.7356213759598809,0.09587863607015051,46794,0.5152797367183827,0.49976647511194355,0.4847202632816173,0.5152797367183827,42540,0.6470544203544194,0.22093760481091262,0.022002820874471085,0.0691114245416079
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,0,3,1418,291,412638,271,20,0.9312714776632303,0,0.0,0.009601550917736611,0.068027930454655,0.9554670195183187,0.04453298048168128,0.0036238856424447062,384278,0.0026491238114073664,0.05140141977065616,0.9973508761885926,0.0026491238114073664,28360,0.10380693820849789,0.14833857680610293,0.3879407616361072,0.0
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,1,0,1056,988,1043328,371,617,0.37550607287449395,626,0.6336032388663968,0.050861945986845944,0.17983670298354293,0.8237687476996688,0.17623125230033124,0.02743311778937421,391776,0.07625275667728498,0.2654020982893687,0.9237472433227151,0.07625275667728498,651552,0.03559453793797578,0.09387692593827984,0.7636520185649035,0.0006323363292569127
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,1,1,1056,181,191136,153,28,0.8453038674033149,0,0.0,0.36687245769229243,0.45223234459050576,0.5380148166750377,0.46198518332496236,0.17811034469432696,161568,0.3730194097841157,0.48360720601375,0.6269805902158844,0.3730194097841157,29568,0.3332837551905438,0.20673161886933514,0.051880411255411256,0.00013528138528138528
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,1,2,1056,63,66528,33,30,0.5238095238095238,0,0.0,0.6810915200446278,0.36154575679549644,0.1723334535834536,0.8276665464165465,0.08941802534147693,34848,0.673869375573921,0.4687957340223296,0.326130624426079,0.673869375573921,31680,0.6890358789624054,0.18065251044921946,0.0031565656565656565,0.06628787878787878
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,1,3,1056,291,307296,271,20,0.9312714776632303,0,0.0,0.3526251399622839,0.4684317851839304,0.6061712485681557,0.3938287514318442,0.19367136762072126,286176,0.36242731745499274,0.48070131788603476,0.6375726825450073,0.36242731745499274,21120,0.21980563493607952,0.20661548799339488,0.1806818181818182,0.0001893939393939394
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,2,0,1277,988,1261676,371,617,0.37550607287449395,626,0.6336032388663968,0.01639234269338087,0.07664041686037815,0.8897561656082861,0.11024383439171388,0.004753265258439634,473767,0.007174412738751327,0.08439751501439702,0.9928255872612487,0.007174412738751327,787909,0.021935052601269947,0.07099864529558911,0.8277808731719019,0.0002335295065800746
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,2,1,1277,181,231137,153,28,0.8453038674033149,0,0.0,0.38399178936018463,0.45694692093161143,0.5214829300371641,0.4785170699628359,0.17818270922841328,195381,0.39506400315281426,0.4888644357750801,0.6049359968471858,0.39506400315281426,35756,0.32349004970760153,0.19878271242689347,0.06547152925383153,0.00013983667076854233
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,2,2,1277,63,80451,33,30,0.5238095238095238,0,0.0,0.7256321882443226,0.33413789042562175,0.12349131769648607,0.876508682303514,0.08220209583657005,42141,0.7728340570940414,0.4190006888891776,0.22716594290595857,0.7728340570940414,38310,0.673710132509632,0.1902540923672847,0.009449229966066302,0.06901592273557818
bistochastic_r3_c4_seed42,bistochastic,3,4,12,42,2,3,1277,291,371607,271,20,0.9312714776632303,0,0.0,0.054865609596234724,0.2115067936033177,0.9035863156506739,0.09641368434932604,0.0347005910657192,346067,0.0473434334969818,0.2123723918067004,0.9526565665030182,0.0473434334969818,25540,0.156791095741112,0.16913899543723207,0.23868441660140954,3.9154267815191856e-05
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,0,0,1277,977,1247629,372,605,0.38075742067553736,626,0.6407369498464688,0.013426468938703733,0.06256931876403608,0.8990934003618063,0.10090659963819372,0.003251413823396255,475044,0.0030165626762994587,0.054840341227233594,0.9969834373237005,0.0030165626762994587,772585,0.019827270805834955,0.06607034863057074,0.8389031627587903,0.00023557278487156753
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,0,1,1277,102,130254,81,21,0.7941176470588235,0,0.0,0.5051504495205446,0.453351023888722,0.39400709383205124,0.6059929061679488,0.1678285773473645,103437,0.5111323800960972,0.4998760547509713,0.4888676199039029,0.5111323800960972,26817,0.48207728872912703,0.18383862746840107,0.028116493269194912,0.00014915911548644517
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,0,2,1277,180,229860,133,47,0.7388888888888889,0,0.0,0.2596754159263595,0.40174999167971603,0.5728182371878535,0.42718176281214654,0.1469599476353516,169841,0.2884815798305474,0.45305624146348417,0.7115184201694527,0.2884815798305474,60019,0.1781601010485513,0.16823930577026985,0.18032623002715806,8.330695279828055e-05
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,0,3,1277,44,56188,23,21,0.5227272727272727,0,0.0,0.7655426344345413,0.3159474069952509,0.10954296291022994,0.8904570370897701,0.07575303069219287,29371,0.797827789315992,0.40161997947207395,0.20217221068400804,0.797827789315992,26817,0.7301827028977141,0.17349395424583286,0.00809188201513965,0.09851959577879703
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,0,4,1277,220,280940,219,1,0.9954545454545455,0,0.0,0.010501872368530648,0.10144412808748737,0.9893678365487293,0.010632163451270734,0.00855198736953142,279663,0.010037080343127263,0.09968117857104657,0.9899629196568728,0.010037080343127263,1277,0.11229132593187156,0.27844956678758004,0.8590446358653093,0.0007830853563038371
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,1,0,1056,977,1031712,372,605,0.38075742067553736,626,0.6407369498464688,0.050389752372499305,0.18117749127745222,0.8302830634905866,0.16971693650941347,0.027817410161034305,392832,0.07767951694362984,0.26766660156066197,0.9223204830563702,0.07767951694362984,638880,0.03360993018991986,0.09064346798088303,0.7736914600550964,0.000641748059103431
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,1,1,1056,102,107712,81,21,0.7941176470588235,0,0.0,0.4719459167613729,0.4528065400790589,0.43112188057041,0.56887811942959,0.16735646611161628,85536,0.46253039655817435,0.49859405212849495,0.5374696034418257,0.46253039655817435,22176,0.5082629232594246,0.18800800732765974,0.020923520923520924,0.00027056277056277056
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,1,2,1056,180,190080,133,47,0.7388888888888889,0,0.0,0.2813671181638415,0.4103358359213063,0.5502683080808081,0.44973169191919193,0.1525377837470472,140448,0.3081852358168148,0.46174353946898816,0.6918147641831852,0.3081852358168148,49632,0.2054775511884067,0.18362236472525226,0.14972195357833656,0.00014103803997421018
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,1,3,1056,44,46464,23,21,0.5227272727272727,0,0.0,0.707235600505488,0.35779119313534485,0.1683884297520661,0.8316115702479339,0.08783595255779877,24288,0.6807065217391305,0.4662029096873433,0.31929347826086957,0.6807065217391305,22176,0.7362912582019752,0.16900057415168315,0.0031114718614718615,0.0945616883116883
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,1,4,1056,220,232320,219,1,0.9954545454545455,0,0.0,0.3774749077264549,0.4845653343261769,0.6222667011019284,0.3777332988980716,0.20690112302887548,231264,0.3781306212813062,0.48492046206642947,0.6218693787186937,0.3781306212813062,1056,0.23387363921401516,0.3724087578138776,0.709280303030303,0.0
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,2,0,1418,977,1385386,372,605,0.38075742067553736,626,0.6407369498464688,0.00638760985696333,0.03720382138041852,0.9391988947484672,0.06080110525153279,0.001177999159217439,527496,2.6540485615056796e-05,0.005151677514914936,0.999973459514385,2.6540485615056796e-05,857890,0.010298878958023757,0.046676467778239715,0.9018300714543822,0.00010490855470981128
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,2,1,1418,102,144636,81,21,0.7941176470588235,0,0.0,0.2803459267630189,0.40054392772221464,0.613540197461213,0.38645980253878703,0.1110458369780733,114858,0.2456772710651413,0.43048803647386813,0.7543227289348587,0.2456772710651413,29778,0.4140678844548324,0.2047798811499587,0.07052186177715092,6.716367788300088e-05
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,2,2,1418,180,255240,133,47,0.7388888888888889,0,0.0,0.10619019379441702,0.2638301836474217,0.7417175991223947,0.2582824008776054,0.05674700673063601,188594,0.0915034412547589,0.28832370955801706,0.908496558745241,0.0915034412547589,66646,0.1477505786406836,0.17028833434297042,0.26976862827476517,0.00024007442307115206
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,2,3,1418,44,62392,23,21,0.5227272727272727,0,0.0,0.6685003653542282,0.377791914703029,0.20521861777150915,0.7947813822284908,0.10228270891266625,32614,0.6189979763291837,0.4856330730392639,0.3810020236708162,0.6189979763291837,29778,0.7227172676197529,0.18741067283239848,0.012693935119887164,0.09873060648801128
bistochastic_r3_c5_seed42,bistochastic,3,5,15,42,2,4,1418,220,311960,219,1,0.9954545454545455,0,0.0,0.0001823675673002949,0.012478477411349394,0.9997820233363252,0.00021797666367483011,0.0001513499906502608,310542,6.118335040026792e-05,0.007821739384427337,0.9999388166495997,6.118335040026792e-05,1418,0.02672171106840621,0.14195365735215545,0.9654442877291961,0.0
bistochastic_r3_c6_seed42,bistochastic,3,6,18,42,0,0,1277,941,1201657,341,600,0.36238044633368754,619,0.6578108395324124,0.013169652509450699,0.06092559260572109,0.899148425881928,0.10085157411807197,0.0030907823318247966,435457,0.0025880856203942064,0.050807356093539396,0.9974119143796057,0.0025880856203942064,766200,0.019183509691397805,0.06522767141919755,0.8433020099190812,0.00023362046463064475
bistochastic_r3_c6_seed42,bistochastic,3,6,18,42,0,1,1277,100,127700,79,21,0.79,0,0.0,0.5096309056526938,0.4522963599315713,0.3875097885669538,0.6124902114330462,0.16743375703850855,100883,0.5169552848349077,0.49971243562289613,0.48304471516509223,0.5169552848349077,26817,0.48207728872912703,0.18383862746840107,0.028116493269194912,0.00014915911548644517
