k,pairwise_ari
4,0.9654346879486185
4,0.9716616145173624
4,0.9318006165411262
4,0.9005573193163317
4,0.9374270242252759
4,0.939942599924226
4,0.9584461136139091
4,0.9332385411208584
4,0.9649146265193945
4,0.9039653435164425
4,0.9071080861734152
4,0.9161526079049245
4,0.9390456533669772
4,0.9729463907265486
4,0.8990155695636254
4,0.8934303489006913
4,0.944646513470973
4,0.9879441267955146
4,0.9524481312201821
4,0.971472708082428
4,0.9379049467515822
4,0.9741311858478706
4,0.9794777831018155
4,0.9545493878513737
4,0.972953584488264
4,0.9667506660761619
4,0.9426809544538238
4,0.9461282807348838
4,0.8780589898505035
4,0.9775308252629861
4,0.9547498959099504
4,0.9375980229459269
4,0.9304475994261813
4,0.9836479089373102
4,0.9515504029089616
4,0.965791482196884
4,0.933864114873705
4,0.9715576099880977
4,0.9733725735307809
4,0.9512355038186789
4,0.9672557477545246
4,0.9742035330346992
4,0.9371785838413188
4,0.94060347803139
4,0.8841023063208888
4,0.9732166656140644
4,0.9528504685438745
4,0.9321554828918122
4,0.9264416564844559
4,0.9788645108144254
4,0.9531635241582584
4,0.9247894048618439
4,0.9548622181670694
4,0.9373991927137624
4,0.9760370762184363
4,0.95164947892107
4,0.9465619597232156
4,0.9276320828699198
4,0.9317417923910096
4,0.8912607199849476
4,0.9548460885280663
4,0.9914638345588124
4,0.9233489315281701
4,0.9175745461482947
4,0.9451802995854636
4,0.9654130466770429
4,0.9925589324430323
4,0.9789118200249364
4,0.9691557025709094
4,0.9909993234699191
4,0.9560654656796664
4,0.9689130581447579
4,0.9739524409437155
4,0.8589680427156504
4,0.9908365658559195
4,0.9522545289524342
4,0.9651508809103506
4,0.9578424158370571
4,0.9833936337953838
4,0.9611167734281567
4,0.9528127153275376
4,0.9396290484035899
4,0.9622430862993484
4,0.9275063258730812
4,0.9775244185132113
4,0.9827018163483809
4,0.8346669926022995
4,0.9594410506323326
4,0.9219414172351074
4,0.9828728230468498
4,0.9851086219289527
4,0.9510346113951782
4,0.9812546380120574
4,0.9691492792355183
4,0.992522670643218
4,0.9633104741543163
4,0.9631832795704294
