repeat,split_seed,kmeans_seed,k,n_train,n_validation,n_components,retained_variance,validation_silhouette,validation_calinski_harabasz,validation_davies_bouldin,train_inertia,minimum_cluster_fraction,maximum_cluster_fraction,empty_clusters_in_validation
17,569531098,1614254208,9,3001,750,91,0.9006991224440803,0.08166705591690955,44.99320922388494,2.242390260654081,9371.55306763715,0.0007997867235403892,0.24926686217008798,1
17,569531098,2087727330,10,3001,750,91,0.9006991224440803,0.09008542119066434,42.06174310899159,2.2219836423649473,9153.406640754753,0.0007997867235403892,0.24740069314849372,1
18,1337295874,2123218519,2,3001,750,92,0.9009868439964627,0.10392944526439592,66.96333030820281,2.715100240278265,12171.093576864594,0.26526259664089574,0.7347374033591042,0
18,1337295874,1929756456,3,3001,750,92,0.9009868439964627,0.082208071858093,63.64124600503258,2.7753939679216084,11341.284723727098,0.2439349506798187,0.3908291122367369,0
18,1337295874,643156153,4,3001,750,92,0.9009868439964627,0.08763728034458075,64.51352237581939,2.5913258704613273,10760.456977110507,0.03545721141029059,0.3870967741935484,0
18,1337295874,2048178930,5,3001,750,92,0.9009868439964627,0.07758581990423125,57.552668096703236,2.5035823803450743,10320.722900315657,0.03439082911223674,0.34284190882431353,0
18,1337295874,1009841473,6,3001,750,92,0.9009868439964627,0.08244303413426807,54.284276949380484,2.437071583420711,9986.946768723348,0.015462543321780858,0.31804852039456144,0
18,1337295874,1374299602,7,3001,750,92,0.9009868439964627,0.08508034645012418,50.24194209719387,2.3849656855224657,9646.657818938971,0.006131698213809651,0.2743268461743535,0
18,1337295874,878925614,8,3001,750,92,0.9009868439964627,0.07450200018622506,47.45816922976464,2.295065250733689,9407.293810871091,0.006131698213809651,0.23993601706211676,0
18,1337295874,1121895152,9,3001,750,92,0.9009868439964627,0.07692928296364858,44.11308933734502,2.3568751527130214,9217.766761843568,0.006131698213809651,0.20607837909890697,0
18,1337295874,514986690,10,3001,750,92,0.9009868439964627,0.07390967481896392,40.69793319118799,2.3468084390859625,9065.139367252166,0.006131698213809651,0.20554518794988003,0
19,612016888,1811896445,2,3001,750,92,0.9006915762380373,0.10918046564409699,76.31622410483438,2.611013672787088,12491.408927335118,0.26526259664089574,0.7347374033591042,0
19,612016888,1837780385,3,3001,750,92,0.9006915762380373,0.10132659326216878,71.97776360420853,2.6163532410920847,11640.271336276834,0.20207944548120502,0.5569181551586244,0
19,612016888,676454547,4,3001,750,92,0.9006915762380373,0.09886228032366781,65.38433287493059,2.5338102414003796,11015.644633677912,0.030125299920021328,0.3990935750466542,0
19,612016888,2046288909,5,3001,750,92,0.9006915762380373,0.08302402906976852,59.634146740656156,2.4091445050623306,10587.612448675609,0.022660623833644363,0.34417488669688084,0
19,612016888,1710289738,6,3001,750,92,0.9006915762380373,0.09196367689594323,54.612337488276204,2.3748072911031843,10212.508620748067,0.006131698213809651,0.3196480938416422,0
19,612016888,715513771,7,3001,750,92,0.9006915762380373,0.09721618157450417,51.36837650570275,2.3099818766683393,9878.064953822482,0.006131698213809651,0.2753932284724074,0
19,612016888,1607897611,8,3001,750,92,0.9006915762380373,0.08978864070091928,47.41761378948737,2.32183114171856,9613.096383974971,0.006131698213809651,0.2447347374033591,0
19,612016888,185614248,9,3001,750,92,0.9006915762380373,0.09148170085751257,43.53520358953417,2.3720188014664436,9410.772605701068,0.006131698213809651,0.20954412156758198,0
19,612016888,1289472803,10,3001,750,92,0.9006915762380373,0.08758696424579639,40.51957092852831,2.263605741892495,9258.09139524257,0.006398293788323114,0.20474540122633964,0
20,232150720,1128455208,2,3001,750,91,0.9002329856115205,0.10802785496288887,72.17786123131927,2.6599535513028676,12366.426835919401,0.26526259664089574,0.7347374033591042,0
20,232150720,548581102,3,3001,750,91,0.9002329856115205,0.09834785324733623,69.33657579337427,2.6453025811633597,11521.452050847878,0.20474540122633964,0.5550519861370301,0
20,232150720,315053445,4,3001,750,91,0.9002329856115205,0.09280689932957577,61.577242140840184,2.6004228448396343,10893.180988660286,0.02932551319648094,0.39242868568381767,0
20,232150720,1197156792,5,3001,750,91,0.9002329856115205,0.08014519738557603,56.94577742313175,2.4246839247546155,10467.277331840109,0.020527859237536656,0.3479072247400693,0
20,232150720,1058263540,6,3001,750,91,0.9002329856115205,0.0856866577345742,51.99026963907975,2.418870490251891,10096.964905767287,0.01466275659824047,0.3119168221807518,0
20,232150720,1101787555,7,3001,750,91,0.9002329856115205,0.08955281569354144,50.088860174794036,2.3084191482105187,9766.016413683961,0.01039722740602506,0.26392961876832843,0
20,232150720,1095010007,8,3001,750,91,0.9002329856115205,0.07940001055287474,46.934440588448744,2.2953673360814335,9514.79730937451,0.006131698213809651,0.23593708344441483,0
20,232150720,1416993210,9,3001,750,91,0.9002329856115205,0.07854370474671907,47.01251860326114,2.3131504046000373,9301.282694910966,0.0005331911490269261,0.227406025059984,1
20,232150720,441768035,10,3001,750,91,0.9002329856115205,0.08794557133761823,43.799914153890946,2.2129100650455147,9079.90886726099,0.0007997867235403892,0.24313516395627832,1
21,2324106676,336698084,2,3001,750,92,0.900804568639492,0.11498260774778593,65.83542130989727,2.736754849910433,12275.211602270942,0.26526259664089574,0.7347374033591042,0
21,2324106676,350369226,3,3001,750,92,0.900804568639492,0.0780199268092301,64.81378931358013,2.7660190546996133,11448.45566289908,0.24153559050919754,0.39669421487603307,0
21,2324106676,1387736272,4,3001,750,92,0.900804568639492,0.08861443626252793,66.93290247715782,2.590451453136935,10885.902464483283,0.04132231404958678,0.3849640095974407,0
21,2324106676,173001115,5,3001,750,92,0.900804568639492,0.07794337558655563,61.16904381269972,2.4664433490391118,10451.074182762657,0.030658491069048253,0.3415089309517462,0
21,2324106676,566560498,6,3001,750,92,0.900804568639492,0.08146431823931485,53.351096845715894,2.3473719394961265,10036.122129926407,0.006131698213809651,0.2977872567315383,0
21,2324106676,1821119135,7,3001,750,92,0.900804568639492,0.08522928086649574,49.546801289885494,2.3050056809804222,9705.54422867463,0.006131698213809651,0.27486003732338044,0
21,2324106676,1685783647,8,3001,750,92,0.900804568639492,0.07681123715161793,46.166622342161425,2.290331734455761,9453.011415638033,0.006131698213809651,0.227406025059984,0
21,2324106676,1824257265,9,3001,750,92,0.900804568639492,0.08439850089349304,44.315451004950496,2.3110679821880873,9275.617941255437,0.006131698213809651,0.2050119968008531,0
21,2324106676,653166585,10,3001,750,92,0.900804568639492,0.08158648129995649,44.05552885821944,2.3187808397943224,9081.637061205625,0.0005331911490269261,0.20207944548120502,1
22,1658700540,914677005,2,3001,750,92,0.900200230764084,0.1207157248496253,71.67110838303249,2.6485344739393164,12288.949032802835,0.2649960010663823,0.7350039989336177,0
22,1658700540,2032166754,3,3001,750,92,0.900200230764084,0.10208078744135457,67.66608123174677,2.6468496399938743,11440.716053777745,0.2050119968008531,0.5542521994134897,0
22,1658700540,1491034195,4,3001,750,92,0.900200230764084,0.09571339794497755,63.31738905500594,2.561538111831661,10844.169959340217,0.025326579578778992,0.3908291122367369,0
22,1658700540,1873438507,5,3001,750,92,0.900200230764084,0.08349164556834808,54.66260842217881,2.3363463819885633,10405.237800577288,0.006398293788323114,0.3948280458544388,0
22,1658700540,373897152,6,3001,750,92,0.900200230764084,0.08599820345660265,51.28829710190312,2.4112682179582117,10004.57195622062,0.006664889362836577,0.29405491868834976,0
22,1658700540,989753489,7,3001,750,92,0.900200230764084,0.09135700422507623,49.45059000547385,2.2879490156159465,9676.147408508943,0.006398293788323114,0.2548653692348707,0
22,1658700540,1324981285,8,3001,750,92,0.900200230764084,0.08159293037283688,46.441863619380726,2.2764163393098684,9431.294690474071,0.006398293788323114,0.24020261263663023,0
22,1658700540,1941372738,9,3001,750,92,0.900200230764084,0.07625728414312237,42.83280237352236,2.376159812748415,9265.02247184751,0.006398293788323114,0.20234604105571846,0
22,1658700540,1811582415,10,3001,750,92,0.900200230764084,0.08087662636673847,40.599151017327706,2.478294335182378,9100.178522220016,0.006664889362836577,0.1948813649693415,0
23,609942288,1304281391,2,3001,750,91,0.9002158272269778,0.10763402850944374,74.06281520345647,2.646000708397362,12537.953786308191,0.2657957877899227,0.7342042122100774,0
23,609942288,743815658,3,3001,750,91,0.9002158272269778,0.10164452896993366,68.84469624320279,2.677221212059756,11670.629690726097,0.19914689416155693,0.5641162356704879,0
23,609942288,232779064,4,3001,750,91,0.9002158272269778,0.09812699720393808,63.36680968968526,2.4875434707372506,11044.017078977471,0.022394028259130897,0.3980271927486004,0
23,609942288,1483408657,5,3001,750,91,0.9002158272269778,0.07696950494225045,56.56550311241296,2.4346072070388955,10586.850446312157,0.022927219408157826,0.35110637163423086,0
23,609942288,771226268,6,3001,750,91,0.9002158272269778,0.07833873322767228,51.114899865038446,2.5029826844717733,10217.116691009755,0.014929352172753933,0.2825913089842709,0
23,609942288,1779418492,7,3001,750,91,0.9002158272269778,0.08651445937903487,48.95247738784596,2.2988302282042343,9866.653417704887,0.006131698213809651,0.2764596107704612,0
23,609942288,753792443,8,3001,750,91,0.9002158272269778,0.07732696049407452,45.19744787351199,2.3443200685509873,9604.340858782054,0.006131698213809651,0.23380431884830713,0
23,609942288,1472934405,9,3001,750,91,0.9002158272269778,0.07824464216692886,45.398581738177285,2.3135417041121458,9372.606972839805,0.0007997867235403892,0.23860303918954945,1
23,609942288,187157387,10,3001,750,91,0.9002158272269778,0.07949768552636911,41.787965213691635,2.3633697603835806,9213.323558953774,0.0007997867235403892,0.2202079445481205,1
24,3405943863,1184738516,2,3001,750,93,0.9008761607819905,0.10698824278047198,66.42447940082276,2.6287347607647895,12337.681029587133,0.2657957877899227,0.7342042122100774,0
24,3405943863,1513718230,3,3001,750,93,0.9008761607819905,0.09640826703592417,65.5170346908588,2.6931875449833313,11494.263414065577,0.20821114369501467,0.5491868834977339,0
24,3405943863,1699707890,4,3001,750,93,0.9008761607819905,0.08030822599716675,62.05279098032172,2.675002442906464,10915.972033648073,0.07571314316182351,0.36416955478539054,0
24,3405943863,1699584292,5,3001,750,93,0.9008761607819905,0.07854123676571244,57.19601876658447,2.51868716431294,10489.615779726115,0.06078379098906958,0.3300453212476673,0
24,3405943863,1057181008,6,3001,750,93,0.9008761607819905,0.08187638156040983,55.53055022613316,2.3911704672710568,10136.353017911322,0.00693148493735004,0.3084510797120768,0
24,3405943863,524871756,7,3001,750,93,0.9008761607819905,0.08748826900240139,51.45088253164676,2.35676888058853,9807.949298753858,0.011730205278592375,0.2777925886430285,0
24,3405943863,322402456,8,3001,750,93,0.9008761607819905,0.0756580888065234,48.10689571096984,2.2873804627852072,9553.480865567684,0.006131698213809651,0.2460677152759264,0
24,3405943863,1458414118,9,3001,750,93,0.9008761607819905,0.0806340638300947,44.85530420835916,2.278124568603363,9358.501201407142,0.005865102639296188,0.2447347374033591,0
24,3405943863,729406520,10,3001,750,93,0.9008761607819905,0.08209770538103839,42.797432385791545,2.3700759460003287,9203.33912866938,0.006131698213809651,0.19861370301252998,0
25,2257503667,2137437552,2,3001,750,92,0.9008600663662472,0.1131468166752221,79.92048961119626,2.545636733808435,12620.692619055579,0.26606238336443616,0.7339376166355639,0
25,2257503667,727405759,3,3001,750,92,0.9008600663662472,0.10621812458548693,73.23617472940944,2.6434803239687183,11755.800592183321,0.19541455611836844,0.5614502799253532,0
25,2257503667,1950207881,4,3001,750,92,0.9008600663662472,0.10373372703407611,65.10296837606722,2.4725374902354154,11115.448262837974,0.03039189549453479,0.39162889896027725,0
25,2257503667,1385666527,5,3001,750,92,0.9008600663662472,0.0868694299496893,59.407136125834626,2.4546630788977737,10672.83314062981,0.030658491069048253,0.3415089309517462,0
25,2257503667,846000004,6,3001,750,92,0.9008600663662472,0.09421028249117858,55.511540905235826,2.3646201908480857,10316.764231808695,0.015995734470807786,0.3148493735003999,0
25,2257503667,806457203,7,3001,750,92,0.9008600663662472,0.09728280817273433,51.7172068911135,2.3829606862968,9975.241643436335,0.012796587576646227,0.2687283391095708,0
25,2257503667,1443142274,8,3001,750,92,0.9008600663662472,0.08571596375306614,49.127847740468276,2.2821370636719474,9726.631516228685,0.01039722740602506,0.2404692082111437,0
25,2257503667,1502009898,9,3001,750,92,0.9008600663662472,0.08337435056545459,48.141393442741,2.3160309093304976,9504.694306923473,0.0005331911490269261,0.23860303918954945,1
25,2257503667,392530438,10,3001,750,92,0.9008600663662472,0.08412045893914354,44.48716862647747,2.451594655130893,9307.421483852806,0.0007997867235403892,0.2044788056518262,1
26,4018327298,223011442,2,3001,750,91,0.9002823342170726,0.11607868178293006,77.26511002494284,2.5314399488738406,12565.116978348398,0.26659557451346305,0.733404425486537,0
26,4018327298,2089455040,3,3001,750,91,0.9002823342170726,0.10922465272689767,71.96834641923735,2.640581736856739,11706.030160894297,0.20767795254598773,0.5510530525193281,0
26,4018327298,117050680,4,3001,750,91,0.9002823342170726,0.10241632572943261,65.18921669456668,2.4944350188308304,11073.049849656261,0.02879232204745401,0.39669421487603307,0
26,4018327298,1469453367,5,3001,750,91,0.9002823342170726,0.08466136957524162,59.17006465473349,2.488341231727932,10626.808357154725,0.02852572647294055,0.34177552652625964,0
26,4018327298,462750595,6,3001,750,91,0.9002823342170726,0.09053604803254818,52.35720583063418,2.3918190418688066,10228.618593810046,0.006131698213809651,0.3119168221807518,0
26,4018327298,1718424337,7,3001,750,91,0.9002823342170726,0.09421614101938959,49.009528399890534,2.338680061046815,9894.775502975295,0.006131698213809651,0.2743268461743535,0
26,4018327298,2121162302,8,3001,750,91,0.9002823342170726,0.08082777634472064,46.1066818680537,2.3469596454409682,9651.482192658928,0.006131698213809651,0.22713942948547053,0
26,4018327298,1153202690,9,3001,750,91,0.9002823342170726,0.08316769258562942,42.06276502873293,2.2469207147597743,9433.545716949076,0.006131698213809651,0.2447347374033591,0
26,4018327298,1972604156,10,3001,750,91,0.9002823342170726,0.08014740270022518,39.726786161974985,2.341692963268037,9259.728004652688,0.005865102639296188,0.18075179952012796,0
27,2224437599,359999824,2,3001,750,92,0.9004676655240428,0.11761992773840005,69.76944697234146,2.670609842839158,12466.562753878261,0.26526259664089574,0.7347374033591042,0
27,2224437599,1099471446,3,3001,750,92,0.9004676655240428,0.09840407194954179,66.54513600607955,2.695861930943572,11606.326140354278,0.2015462543321781,0.555585177286057,0
27,2224437599,9133541,4,3001,750,92,0.9004676655240428,0.08973626572109682,58.861880842542085,2.548759558734245,10974.044079301342,0.022394028259130897,0.393761663556385,0
27,2224437599,789315731,5,3001,750,92,0.9004676655240428,0.0803408759357446,55.01148575066672,2.4356968441398443,10539.958232583329,0.022127432684617435,0.3479072247400693,0
27,2224437599,1900978269,6,3001,750,92,0.9004676655240428,0.08254207201657822,51.40887104515059,2.299544903095426,10180.511750195185,0.006131698213809651,0.2844574780058651,0
27,2224437599,1361909833,7,3001,750,92,0.9004676655240428,0.09205335508846525,49.224920936285436,2.2365206131766397,9853.256395972214,0.006664889362836577,0.2737936550253266,0
27,2224437599,1140484617,8,3001,750,92,0.9004676655240428,0.07690647787021151,46.82886433872886,2.211979845165629,9609.90364618241,0.006131698213809651,0.23433750999733405,0
27,2224437599,1670323710,9,3001,750,92,0.9004676655240428,0.07712627878860327,46.66601312699826,2.2545727758600442,9383.940191430966,0.0005331911490269261,0.23113836310317248,1
27,2224437599,1969097297,10,3001,750,92,0.9004676655240428,0.07599602601251,43.040962075202856,2.3415895040959027,9226.506793687633,0.0007997867235403892,0.2044788056518262,1
28,168388230,47446958,2,3001,750,91,0.9006034964699603,0.1185647220087978,78.71897228918175,2.598569143306872,12577.488067480237,0.2655291922154092,0.7344708077845907,0
28,168388230,1409602981,3,3001,750,91,0.9006034964699603,0.10734781918822651,66.90182256648906,2.7379436450156605,11681.256001857628,0.19914689416155693,0.5635830445214609,0
28,168388230,799235878,4,3001,750,91,0.9006034964699603,0.09663626657636072,58.793639561772295,2.5157821547168346,11030.476787929043,0.021061050386563585,0.39536123700346576,0
28,168388230,846714943,5,3001,750,91,0.9006034964699603,0.07431225223930826,58.906798584067495,2.735309287787494,10556.8362686314,0.006131698213809651,0.3809650759797387,1
28,168388230,1117623911,6,3001,750,91,0.9006034964699603,0.0828500754194761,55.43377901050133,2.6283521905127363,10155.219381002276,0.007198080511863503,0.2961876832844575,1
28,168388230,1327850345,7,3001,750,91,0.9006034964699603,0.0886312666530741,50.30707218224833,2.5137022100323843,9822.53371461823,0.006131698213809651,0.2708611037056785,1
28,168388230,899419570,8,3001,750,91,0.9006034964699603,0.07697920072120178,45.650620025064825,2.4875055661621146,9565.992157779676,0.006131698213809651,0.2375366568914956,1
28,168388230,1326031270,9,3001,750,91,0.9006034964699603,0.0717236064589589,46.09091774885776,2.5039788494423827,9316.774114135069,0.0007997867235403892,0.23460410557184752,2
28,168388230,1504491760,10,3001,750,91,0.9006034964699603,0.08154001562119924,42.005646999778286,2.412232324222648,9193.33369223348,0.0021327645961077045,0.23806984804052253,2
29,911875363,1211859308,2,3001,750,92,0.9007921053842589,0.11713334193931083,75.36602257748177,2.66562724900237,12411.345850263158,0.26526259664089574,0.7347374033591042,0
29,911875363,1179414544,3,3001,750,92,0.9007921053842589,0.10173602640678073,68.8312217614942,2.652669169254507,11546.21721148929,0.2122100773127166,0.5459877366035724,0
29,911875363,2094267618,4,3001,750,92,0.9007921053842589,0.09551789812779486,62.59866102194431,2.524656637301993,10918.038570673869,0.0346574246867502,0.38603039189549454,0
29,911875363,477980193,5,3001,750,92,0.9007921053842589,0.0784839837314607,56.45288437936194,2.459557263241707,10470.366895940664,0.032791255665155956,0.34257531324980006,0
29,911875363,1141106289,6,3001,750,92,0.9007921053842589,0.08510828159521533,52.9901639283459,2.415446142546356,10134.840796429795,0.01572913889629432,0.3161823513729672,0
29,911875363,1866719520,7,3001,750,92,0.9007921053842589,0.08961143393761396,53.1190177619614,2.286612650277628,9836.810534137265,0.014129565449213543,0.2516662223407091,0
29,911875363,1035387171,8,3001,750,92,0.9007921053842589,0.08108196206187675,49.17628084076203,2.328408535745145,9586.373520267407,0.011197014129565449,0.22847240735803787,0
29,911875363,6782826,9,3001,750,92,0.9007921053842589,0.08639311987195405,45.91962517799789,2.2162600309093357,9392.402207632653,0.007198080511863503,0.2426019728072514,0
29,911875363,1665399587,10,3001,750,92,0.9007921053842589,0.07147030084058004,44.23737744560029,2.4858397342764635,9198.036834568044,0.0007997867235403892,0.2066115702479339,1
