gower_configuration,numerical_block_weight,binary_block_weight,sigma_reference_median,sigma_multiplier,sigma,k,gower_silhouette,spectral_silhouette,eigengap,valid_cluster_sizes,minimum_required_cluster_size,minimum_cluster_size,maximum_cluster_size,cluster_sizes
quantile_weighted_alpha_0.4,0.4,0.6,0.5569279193878174,2.0,1.1138558387756348,5,0.15119581042604202,0.6315424039956137,0.0018500367286703933,True,188,494,1074,"[494, 1056, 1074, 608, 519]"
quantile_weighted_alpha_0.4,0.4,0.6,0.5569279193878174,2.0,1.1138558387756348,6,0.121135278612763,0.4694297819905684,0.0006186926731678033,True,188,494,1056,"[496, 539, 558, 1056, 494, 608]"
quantile_weighted_alpha_0.4,0.4,0.6,0.5569279193878174,2.0,1.1138558387756348,7,0.12052334637440978,0.4053210889701987,0.00042972907209795673,True,188,370,916,"[494, 548, 916, 374, 452, 370, 597]"
quantile_weighted_alpha_0.4,0.4,0.6,0.5569279193878174,2.0,1.1138558387756348,8,0.12349030199908811,0.38186799213366346,0.0003237861975549116,True,188,294,693,"[452, 294, 494, 567, 693, 370, 351, 530]"
quantile_weighted_alpha_0.4,0.4,0.6,0.5569279193878174,2.0,1.1138558387756348,9,0.11587836628239655,0.3466947385268061,0.0001767400410688045,True,188,285,584,"[584, 483, 575, 416, 389, 365, 327, 285, 327]"
quantile_weighted_alpha_0.4,0.4,0.6,0.5569279193878174,2.0,1.1138558387756348,10,0.11730623727798163,0.34235068829658577,9.040207785297738e-05,False,188,187,583,"[366, 583, 381, 422, 507, 468, 314, 324, 187, 199]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,2,0.14234366282815936,0.8535227049457781,0.11385196219199042,True,188,1428,2323,"[1428, 2323]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,3,0.14509619348208935,0.6570788798790534,0.03689947081034084,True,188,1056,1428,"[1056, 1428, 1267]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,4,0.14855106013423294,0.8026075566153155,0.05391130513009998,True,188,446,1267,"[982, 1267, 1056, 446]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,5,0.14392142321563553,0.6808166548201423,0.032987619674113816,True,188,494,1089,"[607, 505, 1056, 494, 1089]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,6,0.11951009583355561,0.5175965636677049,0.011384877265261162,True,188,360,1056,"[1056, 590, 704, 388, 653, 360]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,7,0.11718617965884107,0.4454729731959301,0.005787481453493545,True,188,344,1055,"[696, 486, 344, 388, 1055, 420, 362]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,8,0.11995387072184881,0.4254391725313523,0.005853574056911934,True,188,337,604,"[384, 403, 585, 337, 604, 547, 470, 421]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,9,0.12652917707937616,0.43720485120824193,0.003006880925307126,False,188,119,758,"[412, 758, 337, 333, 379, 599, 517, 119, 297]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,0.5,0.24583740532398224,10,0.11000909711848686,0.4230169169745412,0.008988861119162084,False,188,131,656,"[394, 510, 328, 380, 451, 656, 237, 131, 304, 360]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,2,0.14230467891059626,0.8228607277649685,0.03715343662827171,True,188,1429,2322,"[2322, 1429]"
