cluster_id,dimensionality,subspace,n_dense_units,n_points,point_fraction,activity_0_count,activity_1_count,activity_1_fraction
10135,2,"D53,D419",2,3283,0.8752332711276993,1505,1778,0.5415778251599147
16975,2,"D96,D361",3,3283,0.8752332711276993,1523,1760,0.536095035028937
18707,2,"D108,D143",3,3283,0.8752332711276993,1452,1831,0.557721596101127
20939,2,"D137,D419",3,3283,0.8752332711276993,1502,1781,0.5424916235150776
24236,2,"D180,D741",2,3283,0.8752332711276993,1446,1837,0.559549192811453
30514,2,"D674,D802",3,3283,0.8752332711276993,1504,1779,0.5418824246116357
10586,2,"D55,D672",3,3282,0.8749666755531859,1517,1765,0.5377818403412553
16748,2,"D93,D143",3,3282,0.8749666755531859,1494,1788,0.5447897623400365
22400,2,"D157,D166",2,3282,0.8749666755531859,1515,1767,0.5383912248628885
12840,2,"D68,D108",3,3281,0.8747000799786724,1450,1831,0.5580615665955502
12861,2,"D68,D151",3,3281,0.8747000799786724,1477,1804,0.5498323681804328
19328,2,"D118,D137",3,3281,0.8747000799786724,1461,1820,0.5547089302042061
20930,2,"D137,D228",3,3281,0.8747000799786724,1439,1842,0.5614142029868943
7639,2,"D38,D128",4,3280,0.8744334844041589,1486,1794,0.5469512195121952
8415,2,"D44,D925",3,3280,0.8744334844041589,1489,1791,0.5460365853658536
12369,2,"D65,D621",2,3280,0.8744334844041589,1485,1795,0.5472560975609756
13002,2,"D69,D76",3,3280,0.8744334844041589,1502,1778,0.5420731707317074
14454,2,"D77,D673",3,3280,0.8744334844041589,1458,1822,0.5554878048780488
16093,2,"D89,D187",3,3280,0.8744334844041589,1518,1762,0.5371951219512195
4982,2,"D22,D228",2,3279,0.8741668888296454,1450,1829,0.5577920097590728
5013,2,"D22,D608",3,3279,0.8741668888296454,1540,1739,0.5303446172613602
16365,2,"D90,D925",3,3279,0.8741668888296454,1480,1799,0.548642878926502
4601,2,"D20,D22",3,3278,0.873900293255132,1441,1837,0.5604026845637584
4775,2,"D20,D596",3,3278,0.873900293255132,1492,1786,0.5448444173276388
7112,2,"D35,D806",3,3278,0.873900293255132,1508,1770,0.5399633923123855
10052,2,"D53,D118",2,3278,0.873900293255132,1468,1810,0.5521659548505186
12219,2,"D65,D68",3,3278,0.873900293255132,1466,1812,0.5527760829774253
14133,2,"D76,D93",3,3278,0.873900293255132,1479,1799,0.548810250152532
17006,2,"D96,D611",3,3278,0.873900293255132,1532,1746,0.5326418547895058
18830,2,"D108,D802",3,3278,0.873900293255132,1445,1833,0.5591824283099451
21373,2,"D143,D621",2,3278,0.873900293255132,1479,1799,0.548810250152532
23537,2,"D166,D937",2,3278,0.873900293255132,1525,1753,0.5347773032336791
1200,2,"D4,D841",1,3277,0.8736336976806185,1481,1796,0.5480622520598109
4998,2,"D22,D462",2,3277,0.8736336976806185,1534,1743,0.5318889227952396
5057,2,"D22,D937",2,3277,0.8736336976806185,1537,1740,0.5309734513274337
20997,2,"D137,D843",3,3277,0.8736336976806185,1430,1847,0.5636252670125115
22502,2,"D157,D741",2,3277,0.8736336976806185,1523,1754,0.5352456515105279
23477,2,"D166,D462",2,3277,0.8736336976806185,1531,1746,0.5328043942630455
30988,2,"D925,D937",2,3277,0.8736336976806185,1528,1749,0.5337198657308514
14352,2,"D77,D151",3,3276,0.873367102106105,1476,1800,0.5494505494505495
22515,2,"D157,D925",2,3276,0.873367102106105,1516,1760,0.5372405372405372
23422,2,"D166,D180",2,3276,0.873367102106105,1425,1851,0.565018315018315
30482,2,"D673,D802",3,3276,0.873367102106105,1475,1801,0.5497557997557998
30791,2,"D741,D934",2,3276,0.873367102106105,1508,1768,0.5396825396825397
30066,2,"D621,D802",2,3275,0.8731005065315915,1481,1794,0.5477862595419848
5047,2,"D22,D841",2,3274,0.8728339109570781,1487,1787,0.545815516188149
6958,2,"D35,D90",3,3274,0.8728339109570781,1465,1809,0.5525351252290776
10142,2,"D53,D462",2,3274,0.8728339109570781,1524,1750,0.5345143555284056
14416,2,"D77,D419",2,3274,0.8728339109570781,1488,1786,0.5455100794135614
21355,2,"D143,D469",3,3274,0.8728339109570781,1563,1711,0.5226023213194869
28571,2,"D419,D949",3,3274,0.8728339109570781,1505,1769,0.5403176542455712
3204,2,"D14,D187",3,3273,0.8725673153825646,1533,1740,0.5316223648029331
10083,2,"D53,D167",3,3273,0.8725673153825646,1488,1785,0.5453712190650779
14348,2,"D77,D143",3,3273,0.8725673153825646,1458,1815,0.5545371219065078
16855,2,"D93,D673",3,3273,0.8725673153825646,1502,1771,0.5410937977390773
24629,2,"D187,D611",2,3273,0.8725673153825646,1576,1697,0.5184845707302169
4661,2,"D20,D93",3,3272,0.8723007198080512,1434,1838,0.5617359413202934
29095,2,"D469,D925",3,3272,0.8723007198080512,1585,1687,0.5155867970660146
11111,2,"D58,D187",3,3271,0.8720341242335378,1555,1716,0.5246102109446652
29302,2,"D504,D621",2,3271,0.8720341242335378,1476,1795,0.5487618465301131
29043,2,"D469,D504",3,3270,0.8717675286590243,1561,1709,0.5226299694189602
777,2,"D3,D77",4,3269,0.8715009330845108,1524,1745,0.53380238605078
4904,2,"D22,D109",2,3269,0.8715009330845108,1475,1794,0.5487916794126644
5056,2,"D22,D936",2,3269,0.8715009330845108,1550,1719,0.5258488834505965
11904,2,"D63,D187",3,3269,0.8715009330845108,1524,1745,0.53380238605078
16935,2,"D96,D168",3,3269,0.8715009330845108,1462,1807,0.5527684307127562
18840,2,"D108,D926",3,3269,0.8715009330845108,1469,1800,0.5506271030896298
21005,2,"D137,D937",3,3269,0.8715009330845108,1520,1749,0.5350260018354237
10009,2,"D53,D64",3,3268,0.8712343375099973,1562,1706,0.52203182374541
10500,2,"D55,D180",2,3268,0.8712343375099973,1423,1845,0.5645654834761322
12396,2,"D65,D806",3,3268,0.8712343375099973,1501,1767,0.5406976744186046
12988,2,"D68,D926",3,3267,0.8709677419354839,1476,1791,0.5482093663911846
18785,2,"D108,D469",3,3267,0.8709677419354839,1541,1726,0.5283134374043464
20979,2,"D137,D685",3,3267,0.8709677419354839,1548,1719,0.5261707988980716
23506,2,"D166,D662",2,3267,0.8709677419354839,1489,1778,0.544230180593817
12404,2,"D65,D925",3,3266,0.8707011463609704,1474,1792,0.548683404776485
15513,2,"D86,D91",2,3266,0.8707011463609704,1449,1817,0.5563380281690141
16312,2,"D90,D469",3,3266,0.8707011463609704,1566,1700,0.5205143906919779
17014,2,"D96,D662",3,3266,0.8707011463609704,1475,1791,0.5483772198407838
17035,2,"D96,D841",3,3266,0.8707011463609704,1468,1798,0.5505205143906919
20995,2,"D137,D841",3,3266,0.8707011463609704,1477,1789,0.5477648499693815
4717,2,"D20,D187",3,3265,0.8704345507864569,1501,1764,0.5402756508422665
10157,2,"D53,D608",3,3265,0.8704345507864569,1535,1730,0.5298621745788668
23536,2,"D166,D936",2,3265,0.8704345507864569,1538,1727,0.5289433384379786
10175,2,"D53,D685",2,3264,0.8701679552119435,1548,1716,0.5257352941176471
16340,2,"D90,D672",3,3264,0.8701679552119435,1525,1739,0.5327818627450981
16398,2,"D91,D128",4,3264,0.8701679552119435,1451,1813,0.555453431372549
27796,2,"D227,D741",2,3264,0.8701679552119435,1497,1767,0.5413602941176471
30996,2,"D926,D937",2,3264,0.8701679552119435,1525,1739,0.5327818627450981
18711,2,"D108,D151",3,3263,0.86990135963743,1449,1814,0.5559301256512412
29549,2,"D583,D741",2,3263,0.86990135963743,1460,1803,0.5525589947900705
10463,2,"D55,D118",2,3262,0.8696347640629165,1456,1806,0.5536480686695279
14342,2,"D77,D131",4,3262,0.8696347640629165,1458,1804,0.5530349478847333
18983,2,"D109,D741",2,3262,0.8696347640629165,1480,1782,0.5462906192519926
20964,2,"D137,D611",3,3262,0.8696347640629165,1530,1732,0.5309625996321276
16925,2,"D96,D157",3,3261,0.8693681684884031,1494,1767,0.5418583256669733
20933,2,"D137,D361",3,3261,0.8693681684884031,1519,1742,0.5341919656547072
2962,2,"D12,D167",3,3260,0.8691015729138897,1479,1781,0.5463190184049079
3081,2,"D12,D937",2,3260,0.8691015729138897,1516,1744,0.5349693251533743
6977,2,"D35,D118",2,3260,0.8691015729138897,1449,1811,0.555521472392638
9432,2,"D49,D950",4,3260,0.8691015729138897,1433,1827,0.5604294478527607
10088,2,"D53,D180",2,3260,0.8691015729138897,1423,1837,0.5634969325153374
10193,2,"D53,D843",2,3260,0.8691015729138897,1427,1833,0.5622699386503067
18831,2,"D108,D806",3,3260,0.8691015729138897,1485,1775,0.5444785276073619
20521,2,"D131,D419",3,3260,0.8691015729138897,1495,1765,0.5414110429447853
7120,2,"D35,D925",3,3259,0.8688349773393762,1488,1771,0.5434182264498313
11406,2,"D59,D741",2,3259,0.8688349773393762,1453,1806,0.5541577170911323
16854,2,"D93,D672",3,3259,0.8688349773393762,1539,1720,0.5277692543725069
20890,2,"D137,D168",3,3259,0.8688349773393762,1458,1801,0.5526235041423749
5020,2,"D22,D624",3,3258,0.8685683817648627,1535,1723,0.5288520564763659
21408,2,"D143,D925",3,3258,0.8685683817648627,1487,1771,0.543585021485574
23510,2,"D166,D675",2,3258,0.8685683817648627,1546,1712,0.525475751995089
29313,2,"D504,D673",3,3258,0.8685683817648627,1474,1784,0.5475751995089012
10126,2,"D53,D228",2,3257,0.8683017861903493,1432,1825,0.5603315934909426
13013,2,"D69,D89",3,3257,0.8683017861903493,1468,1789,0.5492784771261897
10129,2,"D53,D361",2,3256,0.8680351906158358,1517,1739,0.5340909090909091
10160,2,"D53,D611",2,3256,0.8680351906158358,1529,1727,0.5304054054054054
11303,2,"D59,D166",2,3256,0.8680351906158358,1436,1820,0.558968058968059
12351,2,"D65,D469",3,3256,0.8680351906158358,1554,1702,0.5227272727272727
12979,2,"D68,D806",3,3256,0.8680351906158358,1494,1762,0.5411547911547911
16752,2,"D93,D151",3,3256,0.8680351906158358,1499,1757,0.5396191646191646
24617,2,"D187,D419",2,3256,0.8680351906158358,1542,1714,0.5264127764127764
4844,2,"D22,D43",3,3255,0.8677685950413223,1543,1712,0.5259600614439324
4929,2,"D22,D157",2,3255,0.8677685950413223,1506,1749,0.5373271889400921
8234,2,"D44,D68",3,3255,0.8677685950413223,1480,1775,0.5453149001536098
14270,2,"D76,D673",3,3255,0.8677685950413223,1475,1780,0.5468509984639017
23463,2,"D166,D360",2,3255,0.8677685950413223,1520,1735,0.533026113671275
8407,2,"D44,D806",3,3254,0.8675019994668088,1510,1744,0.5359557467732022
14423,2,"D77,D462",2,3254,0.8675019994668088,1503,1751,0.5381069452980947
16973,2,"D96,D336",3,3254,0.8675019994668088,1486,1768,0.5433312845728334
24634,2,"D187,D685",2,3254,0.8675019994668088,1594,1660,0.510141364474493
20880,2,"D137,D157",3,3253,0.8672354038922954,1495,1758,0.5404242237934215
21004,2,"D137,D936",3,3253,0.8672354038922954,1533,1720,0.5287426990470335
30483,2,"D673,D806",3,3253,0.8672354038922954,1507,1746,0.5367353212419306
18693,2,"D108,D118",2,3252,0.8669688083177819,1438,1814,0.557810578105781
30431,2,"D662,D949",3,3252,0.8669688083177819,1480,1772,0.5448954489544895
5026,2,"D22,D662",2,3251,0.8667022127432684,1480,1771,0.544755459858505
7085,2,"D35,D621",2,3251,0.8667022127432684,1455,1796,0.5524454014149492
23495,2,"D166,D610",2,3251,0.8667022127432684,1545,1706,0.5247616118117502
23498,2,"D166,D622",3,3251,0.8667022127432684,1542,1709,0.5256844047985235
23766,2,"D168,D741",2,3251,0.8667022127432684,1471,1780,0.5475238388188249
4939,2,"D22,D168",2,3250,0.866435617168755,1467,1783,0.5486153846153846
10202,2,"D53,D947",3,3250,0.866435617168755,1425,1825,0.5615384615384615
16341,2,"D90,D673",3,3250,0.866435617168755,1495,1755,0.54
29673,2,"D596,D947",3,3250,0.866435617168755,1487,1763,0.5424615384615384
4981,2,"D22,D227",2,3249,0.8661690215942416,1481,1768,0.5441674361341952
7067,2,"D35,D469",3,3249,0.8661690215942416,1555,1694,0.5213911972914743
16844,2,"D93,D621",2,3249,0.8661690215942416,1478,1771,0.5450907971683595
23418,2,"D166,D168",2,3249,0.8661690215942416,1455,1794,0.5521698984302862
24613,2,"D187,D361",2,3249,0.8661690215942416,1566,1683,0.518005540166205
29096,2,"D469,D926",3,3249,0.8661690215942416,1576,1673,0.5149276700523238
4983,2,"D22,D336",2,3248,0.8659024260197281,1497,1751,0.5391009852216748
8392,2,"D44,D674",3,3248,0.8659024260197281,1501,1747,0.5378694581280788
10415,2,"D55,D58",3,3248,0.8659024260197281,1472,1776,0.5467980295566502
10616,2,"D55,D937",2,3248,0.8659024260197281,1505,1743,0.5366379310344828
16304,2,"D90,D419",2,3248,0.8659024260197281,1471,1777,0.5471059113300493
16900,2,"D96,D109",3,3248,0.8659024260197281,1452,1796,0.5529556650246306
21003,2,"D137,D934",3,3248,0.8659024260197281,1484,1764,0.5431034482758621
21415,2,"D143,D949",4,3248,0.8659024260197281,1448,1800,0.5541871921182266
24630,2,"D187,D621",2,3248,0.8659024260197281,1526,1722,0.5301724137931034
30888,2,"D806,D937",2,3248,0.8659024260197281,1526,1722,0.5301724137931034
30986,2,"D925,D934",2,3248,0.8659024260197281,1491,1757,0.540948275862069
3148,2,"D14,D90",4,3247,0.8656358304452146,1455,1792,0.55189405605174
4625,2,"D20,D53",3,3247,0.8656358304452146,1416,1831,0.5639051432091161
10201,2,"D53,D937",2,3247,0.8656358304452146,1514,1733,0.5337234370187866
12380,2,"D65,D673",3,3247,0.8656358304452146,1471,1776,0.5469664305512781
12844,2,"D68,D118",2,3247,0.8656358304452146,1452,1795,0.5528179858330767
16317,2,"D90,D505",3,3247,0.8656358304452146,1454,1793,0.5522020326455189
16809,2,"D93,D228",2,3247,0.8656358304452146,1429,1818,0.5599014474899907
17011,2,"D96,D626",3,3247,0.8656358304452146,1511,1736,0.5346473668001231
8256,2,"D44,D93",3,3246,0.8653692348707012,1493,1753,0.5400492914356131
11769,2,"D62,D596",3,3246,0.8653692348707012,1497,1749,0.5388170055452866
17043,2,"D96,D934",3,3246,0.8653692348707012,1474,1772,0.5459026494146642
27839,2,"D228,D504",2,3246,0.8653692348707012,1425,1821,0.5609981515711645
28514,2,"D419,D504",2,3246,0.8653692348707012,1485,1761,0.5425138632162662
16146,2,"D89,D504",3,3245,0.8651026392961877,1457,1788,0.5510015408320493
16371,2,"D90,D947",3,3245,0.8651026392961877,1399,1846,0.5688751926040062
16818,2,"D93,D419",2,3245,0.8651026392961877,1489,1756,0.5411402157164868
16858,2,"D93,D685",2,3245,0.8651026392961877,1543,1702,0.5244992295839753
16885,2,"D93,D947",3,3245,0.8651026392961877,1421,1824,0.562095531587057
19357,2,"D118,D187",2,3245,0.8651026392961877,1500,1745,0.5377503852080123
20974,2,"D137,D662",3,3245,0.8651026392961877,1468,1777,0.5476117103235747
29783,2,"D598,D741",2,3245,0.8651026392961877,1551,1694,0.5220338983050847
4984,2,"D22,D360",2,3244,0.8648360437216742,1517,1727,0.532367447595561
8286,2,"D44,D143",3,3244,0.8648360437216742,1481,1763,0.5434648581997534
10549,2,"D55,D419",2,3244,0.8648360437216742,1483,1761,0.5428483353884094
16974,2,"D96,D360",3,3244,0.8648360437216742,1503,1741,0.5366831072749692
22516,2,"D157,D926",2,3244,0.8648360437216742,1501,1743,0.5372996300863132
7179,2,"D36,D93",3,3243,0.8645694481471607,1452,1791,0.5522664199814986
11283,2,"D59,D137",3,3243,0.8645694481471607,1426,1817,0.5602836879432624
14452,2,"D77,D662",2,3243,0.8645694481471607,1461,1782,0.5494912118408881
29072,2,"D469,D685",2,3243,0.8645694481471607,1589,1654,0.5100215849522047
9040,2,"D48,D77",4,3242,0.8643028525726473,1509,1733,0.5345465761875385
16259,2,"D90,D180",2,3242,0.8643028525726473,1414,1828,0.5638494756323257
16734,2,"D93,D118",2,3242,0.8643028525726473,1449,1793,0.5530536705737199
16843,2,"D93,D611",2,3242,0.8643028525726473,1522,1720,0.5305367057371992
18814,2,"D108,D672",3,3242,0.8643028525726473,1490,1752,0.540407156076496
5055,2,"D22,D934",2,3241,0.8640362569981338,1484,1757,0.5421166306695464
14291,2,"D76,D843",2,3241,0.8640362569981338,1425,1816,0.5603208886146251
14407,2,"D77,D228",2,3241,0.8640362569981338,1416,1825,0.5630978093181117
16931,2,"D96,D164",3,3241,0.8640362569981338,1542,1699,0.5242209194692996
16963,2,"D96,D214",3,3241,0.8640362569981338,1542,1699,0.5242209194692996
17018,2,"D96,D675",3,3241,0.8640362569981338,1532,1709,0.527306386917618
20978,2,"D137,D675",3,3241,0.8640362569981338,1539,1702,0.5251465597037951
29085,2,"D469,D802",3,3241,0.8640362569981338,1553,1688,0.5208269052761494
30987,2,"D925,D936",2,3241,0.8640362569981338,1527,1714,0.5288491206417772
7095,2,"D35,D672",3,3240,0.8637696614236203,1495,1745,0.5385802469135802
7714,2,"D38,D419",2,3240,0.8637696614236203,1478,1762,0.5438271604938272
10006,2,"D53,D61",4,3240,0.8637696614236203,1416,1824,0.562962962962963
10084,2,"D53,D168",2,3240,0.8637696614236203,1455,1785,0.5509259259259259
10151,2,"D53,D583",2,3240,0.8637696614236203,1440,1800,0.5555555555555556
12925,2,"D68,D419",2,3240,0.8637696614236203,1485,1755,0.5416666666666666
16812,2,"D93,D361",2,3240,0.8637696614236203,1514,1726,0.532716049382716
20955,2,"D137,D583",3,3240,0.8637696614236203,1430,1810,0.558641975308642
23501,2,"D166,D626",2,3240,0.8637696614236203,1514,1726,0.532716049382716
24610,2,"D187,D228",2,3240,0.8637696614236203,1477,1763,0.5441358024691358
30887,2,"D806,D936",2,3240,0.8637696614236203,1532,1708,0.5271604938271605
7013,2,"D35,D180",2,3239,0.8635030658491069,1405,1834,0.5662241432540908
10127,2,"D53,D336",2,3239,0.8635030658491069,1485,1754,0.5415251620870639
10165,2,"D53,D626",2,3239,0.8635030658491069,1516,1723,0.531954306884841
12933,2,"D68,D469",3,3239,0.8635030658491069,1570,1669,0.5152824945970979
14150,2,"D76,D118",2,3239,0.8635030658491069,1444,1795,0.5541833899351651
16756,2,"D93,D157",2,3239,0.8635030658491069,1493,1746,0.5390552639703612
16874,2,"D93,D841",2,3239,0.8635030658491069,1465,1774,0.5476999073788206
20369,2,"D130,D228",3,3239,0.8635030658491069,1417,1822,0.5625192960790367
24637,2,"D187,D841",2,3239,0.8635030658491069,1516,1723,0.531954306884841
24639,2,"D187,D843",2,3239,0.8635030658491069,1465,1774,0.5476999073788206
28431,2,"D418,D419",1,3239,0.8635030658491069,1497,1742,0.5378203149120099
4935,2,"D22,D164",2,3238,0.8632364702745935,1551,1687,0.5210006176652254
4972,2,"D22,D214",2,3238,0.8632364702745935,1551,1687,0.5210006176652254
5030,2,"D22,D675",2,3238,0.8632364702745935,1547,1691,0.5222359481161211
13118,2,"D69,D419",2,3238,0.8632364702745935,1493,1745,0.5389129092032119
14443,2,"D77,D621",2,3238,0.8632364702745935,1450,1788,0.5521927115503397
14484,2,"D77,D937",2,3238,0.8632364702745935,1498,1740,0.5373687461395923
16362,2,"D90,D843",2,3238,0.8632364702745935,1401,1837,0.567325509573811
16971,2,"D96,D227",3,3238,0.8632364702745935,1461,1777,0.5487955528103767
4834,2,"D22,D29",3,3237,0.86296987470008,1500,1737,0.5366079703429101
5021,2,"D22,D626",2,3237,0.86296987470008,1520,1717,0.5304294099474822
8362,2,"D44,D469",3,3237,0.86296987470008,1555,1682,0.5196169292554834
10170,2,"D53,D662",2,3237,0.86296987470008,1465,1772,0.5474204510349089
10191,2,"D53,D841",2,3237,0.86296987470008,1466,1771,0.5471115230151374
16295,2,"D90,D228",2,3237,0.86296987470008,1414,1823,0.56317578004325
18862,2,"D109,D137",3,3237,0.86296987470008,1449,1788,0.5523632993512512
21400,2,"D143,D806",3,3237,0.86296987470008,1489,1748,0.5400061785603955
21903,2,"D151,D621",2,3237,0.86296987470008,1469,1768,0.5461847389558233
27889,2,"D228,D925",2,3237,0.86296987470008,1443,1794,0.5542168674698795
7059,2,"D35,D419",2,3236,0.8627032791255665,1472,1764,0.5451174289245982
7996,2,"D43,D48",3,3236,0.8627032791255665,1531,1705,0.526885043263288
10049,2,"D53,D109",2,3236,0.8627032791255665,1457,1779,0.549752781211372
12291,2,"D65,D168",2,3236,0.8627032791255665,1459,1777,0.5491347342398022
14273,2,"D76,D685",2,3236,0.8627032791255665,1527,1709,0.5281211372064277
16876,2,"D93,D843",2,3236,0.8627032791255665,1414,1822,0.5630407911001236
20931,2,"D137,D336",3,3236,0.8627032791255665,1481,1755,0.542336217552534
23486,2,"D166,D583",2,3236,0.8627032791255665,1431,1805,0.55778739184178
24620,2,"D187,D462",2,3236,0.8627032791255665,1555,1681,0.51946847960445
7066,2,"D35,D462",2,3235,0.8624366835510531,1496,1739,0.5375579598145286
7287,2,"D36,D469",3,3235,0.8624366835510531,1532,1703,0.5264296754250386
10576,2,"D55,D621",2,3235,0.8624366835510531,1455,1780,0.5502318392581144
11256,2,"D59,D96",3,3235,0.8624366835510531,1417,1818,0.5619783616692426
12962,2,"D68,D672",3,3235,0.8624366835510531,1511,1724,0.5329211746522411
14442,2,"D77,D611",2,3235,0.8624366835510531,1504,1731,0.5350850077279753
16987,2,"D96,D460",3,3235,0.8624366835510531,1511,1724,0.5329211746522411
30038,2,"D611,D949",3,3235,0.8624366835510531,1519,1716,0.5304482225656878
10031,2,"D53,D89",3,3234,0.8621700879765396,1452,1782,0.5510204081632653
10179,2,"D53,D697",3,3234,0.8621700879765396,1464,1770,0.5473098330241187
12238,2,"D65,D90",3,3234,0.8621700879765396,1454,1780,0.5504019789734076
12350,2,"D65,D462",2,3234,0.8621700879765396,1506,1728,0.5343228200371057
14233,2,"D76,D419",2,3234,0.8621700879765396,1476,1758,0.5435992578849722
14313,2,"D77,D88",3,3234,0.8621700879765396,1536,1698,0.5250463821892394
14371,2,"D77,D180",2,3234,0.8621700879765396,1404,1830,0.5658627087198516
21938,2,"D151,D925",3,3234,0.8621700879765396,1483,1751,0.54143475572047
5015,2,"D22,D610",2,3233,0.8619034924020261,1539,1694,0.5239715434580885
6911,2,"D35,D36",3,3233,0.8619034924020261,1434,1799,0.5564491184658212
23260,2,"D164,D685",1,3233,0.8619034924020261,1555,1678,0.5190225796473863
27048,2,"D214,D685",1,3233,0.8619034924020261,1555,1678,0.5190225796473863
4860,2,"D22,D59",2,3232,0.8616368968275127,1431,1801,0.557240099009901
7549,2,"D37,D741",2,3232,0.8616368968275127,1492,1740,0.5383663366336634
10200,2,"D53,D936",2,3232,0.8616368968275127,1530,1702,0.5266089108910891
12916,2,"D68,D228",2,3232,0.8616368968275127,1422,1810,0.5600247524752475
14475,2,"D77,D843",2,3232,0.8616368968275127,1397,1835,0.567759900990099
16237,2,"D90,D143",3,3232,0.8616368968275127,1462,1770,0.5476485148514851
16254,2,"D90,D167",3,3232,0.8616368968275127,1469,1763,0.5454826732673267
29037,2,"D462,D949",3,3232,0.8616368968275127,1508,1724,0.5334158415841584
292,2,"D1,D48",4,3231,0.8613703012529992,1510,1721,0.5326524295883628
10486,2,"D55,D157",2,3231,0.8613703012529992,1480,1751,0.5419374806561436
14185,2,"D76,D180",2,3231,0.8613703012529992,1413,1818,0.5626740947075209
20929,2,"D137,D227",3,3231,0.8613703012529992,1464,1767,0.5468895078922934
29140,2,"D470,D697",2,3231,0.8613703012529992,1492,1739,0.5382234602290312
7117,2,"D35,D843",2,3230,0.8611037056784857,1405,1825,0.565015479876161
8391,2,"D44,D673",3,3230,0.8611037056784857,1484,1746,0.5405572755417957
10074,2,"D53,D157",2,3230,0.8611037056784857,1487,1743,0.5396284829721362
10237,2,"D54,D90",3,3230,0.8611037056784857,1440,1790,0.5541795665634675
12044,2,"D64,D93",3,3230,0.8611037056784857,1557,1673,0.5179566563467493
16770,2,"D93,D180",2,3230,0.8611037056784857,1409,1821,0.5637770897832818
22410,2,"D157,D187",2,3230,0.8611037056784857,1540,1690,0.5232198142414861
12379,2,"D65,D672",3,3229,0.8608371101039722,1501,1728,0.5351502013007123
15512,2,"D86,D90",2,3229,0.8608371101039722,1427,1802,0.5580675131619697
16298,2,"D90,D361",2,3229,0.8608371101039722,1487,1742,0.5394859089501394
16370,2,"D90,D937",2,3229,0.8608371101039722,1492,1737,0.5379374419324868
28130,2,"D361,D949",3,3229,0.8608371101039722,1502,1727,0.5348405078971817
29312,2,"D504,D672",3,3229,0.8608371101039722,1488,1741,0.5391762155466089
30995,2,"D926,D936",2,3229,0.8608371101039722,1525,1704,0.5277175596159802
14410,2,"D77,D361",2,3228,0.8605705145294588,1488,1740,0.5390334572490706
16344,2,"D90,D685",2,3228,0.8605705145294588,1512,1716,0.5315985130111525
23476,2,"D166,D460",2,3228,0.8605705145294588,1515,1713,0.5306691449814126
24249,2,"D180,D925",2,3228,0.8605705145294588,1430,1798,0.557001239157373
10608,2,"D55,D843",2,3227,0.8603039189549454,1407,1820,0.5639913232104121
14249,2,"D76,D583",2,3227,0.8603039189549454,1442,1785,0.5531453362255966
14299,2,"D76,D937",2,3227,0.8603039189549454,1505,1722,0.5336225596529284
14311,2,"D77,D86",2,3227,0.8603039189549454,1428,1799,0.5574837310195228
16171,2,"D89,D672",3,3227,0.8603039189549454,1485,1742,0.5398202665013945
29099,2,"D469,D936",2,3227,0.8603039189549454,1563,1664,0.5156492097923768
11067,2,"D58,D108",3,3226,0.8600373233804319,1446,1780,0.5517668939863608
16224,2,"D90,D118",2,3226,0.8600373233804319,1431,1795,0.5564166150030998
19324,2,"D118,D130",3,3226,0.8600373233804319,1422,1804,0.5592064476131432
30449,2,"D672,D802",3,3226,0.8600373233804319,1493,1733,0.537197768133912
3138,2,"D14,D77",4,3225,0.8597707278059185,1441,1784,0.5531782945736434
12022,2,"D64,D68",3,3225,0.8597707278059185,1543,1682,0.5215503875968992
13176,2,"D69,D843",2,3225,0.8597707278059185,1428,1797,0.5572093023255814
15665,2,"D86,D741",2,3225,0.8597707278059185,1436,1789,0.5547286821705426
16329,2,"D90,D611",2,3225,0.8597707278059185,1498,1727,0.5355038759689923
20321,2,"D130,D157",3,3225,0.8597707278059185,1470,1755,0.5441860465116279
4997,2,"D22,D460",2,3224,0.859504132231405,1517,1707,0.5294665012406948
5038,2,"D22,D740",2,3224,0.859504132231405,1530,1694,0.5254342431761787
7075,2,"D35,D583",2,3224,0.859504132231405,1430,1794,0.5564516129032258
10011,2,"D53,D66",3,3224,0.859504132231405,1485,1739,0.5393920595533499
14334,2,"D77,D118",2,3224,0.859504132231405,1428,1796,0.5570719602977667
16172,2,"D89,D673",3,3224,0.859504132231405,1456,1768,0.5483870967741935
30994,2,"D926,D934",2,3224,0.859504132231405,1480,1744,0.5409429280397022
7270,2,"D36,D228",2,3223,0.8592375366568915,1431,1792,0.5560037232392181
16173,2,"D89,D674",3,3223,0.8592375366568915,1477,1746,0.5417313062364257
16330,2,"D90,D621",2,3223,0.8592375366568915,1444,1779,0.551970214086255
16369,2,"D90,D936",2,3223,0.8592375366568915,1504,1719,0.5333540179956562
16884,2,"D93,D937",2,3223,0.8592375366568915,1504,1719,0.5333540179956562
20932,2,"D137,D360",3,3223,0.8592375366568915,1499,1724,0.5349053676698728
28079,2,"D361,D596",2,3223,0.8592375366568915,1559,1664,0.516289171579274
5018,2,"D22,D622",3,3222,0.858970941082378,1531,1691,0.5248292985723153
5034,2,"D22,D688",2,3222,0.858970941082378,1567,1655,0.5136561142147734
10141,2,"D53,D460",2,3222,0.858970941082378,1508,1714,0.531967721911856
16515,2,"D91,D674",3,3222,0.858970941082378,1456,1766,0.548106765983861
21945,2,"D151,D949",4,3222,0.858970941082378,1449,1773,0.5502793296089385
24631,2,"D187,D626",2,3222,0.858970941082378,1548,1674,0.5195530726256983
