split,repeat,fold,k,train_size,validation_size,remaining_features,pca_components,explained_variance,mean_validation_within_variance,mean_validation_silhouette,non_empty_clusters,minimum_cluster_size,maximum_cluster_size
10,2,5,5,3001,750,1518,231,0.9000259901934402,46.58532734358821,0.09386048369097877,5,32,258
10,2,5,6,3001,750,1518,231,0.9000259901934402,45.510186157490246,0.10331642538192405,6,32,258
10,2,5,7,3001,750,1518,231,0.9000259901934402,44.615478640395466,0.10632250340431033,7,32,258
10,2,5,8,3001,750,1518,231,0.9000259901934402,43.720507315308325,0.104738467735991,8,32,144
10,2,5,9,3001,750,1518,231,0.9000259901934402,43.09787130767035,0.10689074815672439,9,32,127
10,2,5,10,3001,750,1518,231,0.9000259901934402,42.39157156689893,0.10742712583313384,10,32,170
11,3,1,2,3000,751,1512,231,0.9006116756818818,58.553758290464465,0.238873617622975,2,211,540
11,3,1,3,3000,751,1512,231,0.9006116756818818,52.7587728800512,0.13215736761635177,3,211,282
11,3,1,4,3000,751,1512,231,0.9006116756818818,49.890242311851765,0.14560442480074262,4,41,282
11,3,1,5,3000,751,1512,231,0.9006116756818818,48.189272823753925,0.09032994662634736,5,41,258
11,3,1,6,3000,751,1512,231,0.9006116756818818,47.27995435519941,0.09640888106549977,6,41,258
11,3,1,7,3000,751,1512,231,0.9006116756818818,46.333797313673294,0.09972083388084092,7,41,258
11,3,1,8,3000,751,1512,231,0.9006116756818818,45.58177430038279,0.09945870691153513,8,37,221
11,3,1,9,3000,751,1512,231,0.9006116756818818,44.6519964706366,0.10462747759621625,9,37,127
11,3,1,10,3000,751,1512,231,0.9006116756818818,43.887416228223735,0.1108808551534689,10,37,179
12,3,2,2,3001,750,1515,230,0.9005202556349988,57.72343168149112,0.23433155705277678,2,228,522
12,3,2,3,3001,750,1515,230,0.9005202556349988,52.25445278567173,0.13464312561004663,3,225,297
12,3,2,4,3001,750,1515,230,0.9005202556349988,49.44825066104941,0.1483489673855392,4,37,297
12,3,2,5,3001,750,1515,230,0.9005202556349988,47.6581516160209,0.09242869592535169,5,37,225
12,3,2,6,3001,750,1515,230,0.9005202556349988,46.592256391338545,0.10273899108241286,6,37,225
